name,category,website,delete,comments,city,lat,lon,
Samhällsvetenskapliga Föreningen,community_services_non_profits,http://www.sf.su.se/,2,,Stockholm,"59,3648561","18,0548752",
Samverkan mot brott - Grannsamverkan,community_services_non_profits,http://samverkanmotbrott.se/,2,,Stockholm,"59,31196","18,05861",
Sane - Förbundet autoimmuna encefaliter med psykiatrisk presentation,community_services_non_profits,http://www.sane.nu/,2,,Stockholm,"59,28331","18,08243",
"Saneringsföretagens Riksförbund, Sfr",community_services_non_profits,http://www.sfrsanering.se,2,,Stockholm,"59,340848","18,076283",
Sankt Eriks Budoklubb - självförsvar,community_services_non_profits,http://www.sebk.nu/,2,,Stockholm,"59,3141202","18,0829075",
Scalas Hundhjälp,community_services_non_profits,http://scalas-hundhjalp.webnode.se/,2,,Stockholm,"59,27753","17,89151",
Scandinavia Gate 13,community_services_non_profits,http://www.scandinavia13.com/,2,,Stockholm,"59,28675","18,11058",
Scanmar-Scannerförbundet,community_services_non_profits,http://www.scanmarscanner.se/,2,,Stockholm,"59,26369","18,03577",
Schizofreniförbundet,community_services_non_profits,http://www.schizofreniforbundet.se/,2,,Stockholm,"59,3278243","18,0521481",
Schysst Jul,community_services_non_profits,https://www.svalorna.se/schysst-jul,2,,Stockholm,"59,33876","18,06013",
SD Stockholms läns Distriktskansli,community_services_non_profits,https://stockholmslan.sd.se/,2,,Stockholm,"59,4064066","17,9525151",
SDUR - Stockholms Dövas Ungdomsråd,community_services_non_profits,http://www.sdur.se/,2,,Stockholm,"59,2934679","18,0756063",
"Seamans Mission - Stockholm, Sweden",community_services_non_profits,www.sjomanskyrkan.com,2,,Stockholm,"59,3435014","18,1158887",
Sefif,community_services_non_profits,http://www.sefif.se/,2,,Stockholm,"59,33029","18,07731",
Seko,community_services_non_profits,www.seko.se,2,,Stockholm,"59,336505","18,057412",
SEKO Lokförarna SJ Stockholm,community_services_non_profits,http://www.klubb106.se/,2,,Stockholm,"59,33058","18,05744",
"Seko, Service- och kommunikationsfacket",community_services_non_profits,http://www.seko.se/,2,,Stockholm,"59,3439223","18,0531843",
SeniorNet Södermalm,community_services_non_profits,https://snso.se/,2,,Stockholm,"59,313457","18,0571377",
Sensus studieförbund,community_services_non_profits,https://sensus.se/,2,,Stockholm,"59,314221","18,0721947",
Sexperterna,community_services_non_profits,http://www.sexperterna.org/,2,,Stockholm,"59,3129069","18,1016021",
SFS - Sveriges förenade studentkårer,community_services_non_profits,http://www.sfs.se/,2,,Stockholm,"59,3135323","18,0792048",
Shifo,community_services_non_profits,http://www.shifo.org/,2,,Stockholm,"59,23722","18,11109",
Signhammer,community_services_non_profits,http://www.fhdbf.se/signhammer/,2,,Stockholm,"59,28784","17,96203",
"SILC, Swedish International Liberal Centre",community_services_non_profits,http://www.silc.se/,2,,Stockholm,"59,3199224","18,0585571",
SISU Idrottsutbildarna,community_services_non_profits,http://www.sisuidrottsutbildarna.se/,2,,Stockholm,"59,3054844","18,0788014",
SITE Sweden,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,2412956","18,1079459",
sjalvforsvar.nu,community_services_non_profits,http://www.sjalvforsvar.nu/,2,,Stockholm,"59,319536","18,054984",
Självförsvarsakademin,community_services_non_profits,http://www.sjalvforsvarsakademin.se/,2,,Stockholm,"59,29006","17,99868",
Sjöräddningssällskapet RS Stockholm,community_services_non_profits,http://www.sjoraddning.se/stockholm,2,,Stockholm,"59,3039601","18,0812853",
Sjöscouterna,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3369586","17,8867169",
Sjöscoutkåren Drakarna,community_services_non_profits,http://www.drakarna.se,2,,Stockholm,"59,3299753","17,962865",
Sjöscoutkåren S:t Görans Scoutcafé,community_services_non_profits,http://www.stgscout.se/,2,,Stockholm,"59,3251588","18,0185862",
Sjövärnskåren,community_services_non_profits,http://www.sjovarnskaren.se/,2,,Stockholm,"59,33029","18,07731",
SK Neptun Konstsim,community_services_non_profits,http://www.skneptun.se/,2,,Stockholm,"59,3066976","18,0772959",
Skogsliljans Samfällighet,community_services_non_profits,http://www.kvickrotsgrand.se/,2,,Stockholm,"59,38394","17,81328",
Skogsluffarnas OK,community_services_non_profits,http://www.skogsluffarna.se/,2,,Stockholm,"59,2704845","18,1484883",
Skolungdomens i Stockholm Skytteförening,community_services_non_profits,http://www.skolungdomensskytte.se/,2,,Stockholm,"59,2393018","18,0847649",
Skoopi,community_services_non_profits,http://www.skoopi.coop/,2,,Stockholm,"59,3240101","18,0745472",
Skrapans gemensamhetslokal,community_services_non_profits,http://www.hgfskrapan.se/,2,,Stockholm,"59,31204","18,07397",
Skyddsvärnet - anno 1910,community_services_non_profits,http://www.skyddsvarnet.se/,2,,Stockholm,"59,31539","18,07101",
Skärgårdens Trafikantförening,community_services_non_profits,http://www.skargardstrafikanten.se/,2,,Stockholm,"59,3421687","18,0835874",
Skärgårdsstiftelsen,community_services_non_profits,http://www.skargardsstiftelsen.se/,2,,Stockholm,"59,3261973","18,0808043",
SLHF,community_services_non_profits,https://slhf.nu/,2,,Stockholm,"59,325818","18,011737",
Släktforskning,community_services_non_profits,http://www.sv.se/stockholm,2,,Stockholm,"59,314905","18,074539",
SMC Stockholm,community_services_non_profits,https://www.svmc.se/,2,,Stockholm,"59,300736","18,081844",
Smultronets Korttidstillsyn,community_services_non_profits,http://www.stockholm.se/Fristaende-webbplatser/Stadsdelssajter/Rinkeby-Kista/Barn-och-unga-vuxna-med-funktionsnedsattning/Smultronet-Korttidstillsyn/,2,,Stockholm,"59,4125448","17,9119053",
Snitts,community_services_non_profits,http://www.snitts.se/,2,,Stockholm,"59,3341329","18,0610864",
SNS,community_services_non_profits,http://www.sns.se,2,,Stockholm,"59,3348237","18,0704457",
Snösätra Norra Fritidsträdgårdsförening,community_services_non_profits,http://www.snosatranorra.se/,2,,Stockholm,"59,2549699","18,0294174",
Social Initiative,community_services_non_profits,http://www.socialinitiative.se/,2,,Stockholm,"59,3364887","18,0831043",
Social Venture Network Sweden - SVN Sweden,community_services_non_profits,http://www.svnsweden.se/,2,,Stockholm,"59,3237991","18,0687594",
Sociala Missionen,community_services_non_profits,http://www.socialamissionen.se/,2,,Stockholm,"59,3163893","18,0729467",
Socialt center Husby,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,40921","17,9267",
SOL-cupen,community_services_non_profits,https://sol-cupen.se/,2,,Stockholm,"59,30291","18,01621",
Somaliska riksförbundet i Sverige - SRFS,community_services_non_profits,http://srfs.se/,2,,Stockholm,"59,4054129","17,9455736",
SOS Barnbyar,community_services_non_profits,http://www.sos-barnbyar.se/,2,,Stockholm,"59,3166791","18,0517283",
Special Olympics Sweden,community_services_non_profits,http://www.specialolympics.se/,2,,Stockholm,"59,305341","18,0790222",
Spelberoendes förening Stockholm,community_services_non_profits,http://www.spelberoende.se/foreningar-och-stodgrupper/stockholm/,2,,Stockholm,"59,3543181","18,1003069",
SPF Karlaplan,community_services_non_profits,http://www.spf.se/karlaplan,2,,Stockholm,"59,333672","18,094543",
SPF Seniorerna,community_services_non_profits,http://www.spfseniorerna.se/,2,,Stockholm,"59,3155342","18,0344198",
SPF Seniorerna Stockholmsdistr.,community_services_non_profits,https://www.spfseniorerna.se/stockholmsdistriktet,2,,Stockholm,"59,34111","18,05861",
Spinnhuset,community_services_non_profits,http://gotasegelsallskap.se/,2,,Stockholm,"59,3206859","18,0267142",
SPK Svenska Pudelklubbens Stockholmssektion,community_services_non_profits,https://pudelklubben.se/stockholmssektionen/,2,,Stockholm,"59,2619781","18,0838108",
Sponsrings & Eventsverige,community_services_non_profits,https://ses.se/,2,,Stockholm,"59,34496","18,04914",
Sport Campus Sweden,community_services_non_profits,http://www.sportcampussweden.se/,2,,Stockholm,"59,2425315","18,0937276",
Sportfiskarna,community_services_non_profits,http://www.sportfiskarna.se/,2,,Stockholm,"59,337427","17,990183",
"SPRF, Sveriges Pensionärers Riksförbund",community_services_non_profits,http://www.sprf.se/,2,,Stockholm,"59,3394455","18,0142631",
Språkkraft,community_services_non_profits,http://www.sprakkraft.org/,2,,Stockholm,"59,33074","18,0355",
Spånga Handboll,community_services_non_profits,http://www.spangahandboll.se/,2,,Stockholm,"59,3795655","17,8249916",
Spånga IOGT,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3964","17,90135",
Spårvagnsstäderna,community_services_non_profits,http://www.sparvagnsstaderna.se/,2,,Stockholm,"59,3296089","18,0591793",
SRAT,community_services_non_profits,https://www.srat.se/,2,,Stockholm,"59,3351211","18,0659683",
Srtvif,community_services_non_profits,http://srtvif.se/,2,,Stockholm,"59,336749","18,102755",
SS Orion,community_services_non_profits,https://www.ss-orion.se/,2,,Stockholm,"59,3268333","18,0805167",
SSA,community_services_non_profits,https://www.surfforbundet.se/,2,,Stockholm,"59,3470934","18,0530233",
SSB - Segel Sällskapet Brunnsviken,community_services_non_profits,http://www.ssb.nu/,2,,Stockholm,"59,3538456","18,0518806",
SSE Master Club,community_services_non_profits,http://www.sasse.se/student/entertainment/get-involved/master-club,2,,Stockholm,"59,3417558","18,0571238",
SSF Stöldskyddsföreningen,community_services_non_profits,https://www.stoldskyddsforeningen.se/,2,,Stockholm,"59,3120493","18,0583145",
ST inom Kriminalvården,community_services_non_profits,https://st.org/,2,,Stockholm,"59,3489357","18,1037098",
ST inom universitets- och högskoleområdet,community_services_non_profits,http://st.org/universitet,2,,Stockholm,"59,34137","18,07674",
Stallmästaregårdens Båtsällskap SBS,community_services_non_profits,http://www.sbsbrunnsviken.se/,2,,Stockholm,"59,3521367","18,0455568",
Stamningsförbundet,community_services_non_profits,http://www.stamning.se/,2,,Stockholm,"59,3463383","18,1033136",
STAR - Stockholms amatörastronomer,community_services_non_profits,https://www.starastro.org/,2,,Stockholm,"59,34184","18,0545",
Star for Life,community_services_non_profits,http://www.starforlife.org/,2,,Stockholm,"59,33197","18,05773",
Stiftelsen Expo,community_services_non_profits,http://www.expo.se/,2,,Stockholm,"59,326844","18,0192872",
Stiftelsen For Sverige O Kristen Tro,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,344167","18,048097",
Stiftelsen för Strategisk Forskning,community_services_non_profits,http://www.strategiska.se/,2,,Stockholm,"59,3330365","18,0544309",
Stiftelsen IFS,community_services_non_profits,http://www.ifs.a.se/,2,,Stockholm,"59,327401","18,045934",
Stiftelsen Institutet For Foretagsledning,community_services_non_profits,http://www.ifl.se,2,,Stockholm,"59,3410379","18,0576194",
Stiftelsen Isaak Hirschs Minne,community_services_non_profits,https://sihm.se/,2,,Stockholm,"59,335718","18,0263325",
Stiftelsen Läxhjälpen,community_services_non_profits,http://www.laxhjalpen.se,2,,Stockholm,"59,3186389","18,0760278",
Stiftelsen Malmgarden Vita Bergen,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,3109626","18,0865329",
Stiftelsen Riksbankens Jubileumsfond,community_services_non_profits,http://www.rj.se/,2,,Stockholm,"59,332442","18,07201",
Stiftelsen Svenska Institutet,community_services_non_profits,http://www.sia.gr,2,,Stockholm,"59,332451","18,082029",
Stiftelsen Svenskt Demenscentrum,community_services_non_profits,http://www.unganhorig.se/,2,,Stockholm,"59,3496906","18,0472403",
Stiftelsen Swecare,community_services_non_profits,http://www.swecare.se/Swe/KONTAKT,2,,Stockholm,"59,3412762","18,0577939",
Stiftelsen Tysta Skolan,community_services_non_profits,http://www.tystaskolan.se,2,,Stockholm,"59,3398824","18,0778485",
Stockholm Downtown Rotaryklubb,community_services_non_profits,http://www.rotary.se/stockholm-strand,2,,Stockholm,"59,330168","18,076726",
Stockholm Game Development Hub-SGDH,community_services_non_profits,http://sgdh.org/,2,no website,Stockholm,"59,3276901","18,0382996",
Stockholm Koryukan,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,31209","18,069016",
Stockholm Pride,community_services_non_profits,https://www.stockholmpride.org/,2,,Stockholm,"59,3465625","18,0833967",
Stockholm Årsta,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,2967762","18,0511115",
Stockholm-Fryshuset Rotaryklubb,community_services_non_profits,https://stockholm-fryshuset.rotary2355.se/sv/,2,,Stockholm,"59,300703","18,088533",
Stockholm-Västerled Rotaryklubb,community_services_non_profits,https://www.rotary.se/stockholm-vasterled/home,2,,Stockholm,"59,33165","17,986356",
Stockholm12,community_services_non_profits,http://www.stockholm12.se/,2,,Stockholm,"59,3173841","18,0653286",
Stockholmare United - att höras och höra till,community_services_non_profits,http://www.hrf.se/stockholmareunited,2,,Stockholm,"59,30884","18,09184",
Stockholms Bilkår,community_services_non_profits,http://bilkaren.se/bilkar/stockholm/,2,,Stockholm,"59,342086","18,1122279",
Stockholms Bordtennisförbund,community_services_non_profits,http://www.stbtf.se/,2,,Stockholm,"59,3133798","18,0251041",
Stockholms Byggnadsförening,community_services_non_profits,https://www.sthbyggnadsforening.se/,2,,Stockholm,"59,334086","18,0709149",
Stockholms Dövas Förening,community_services_non_profits,http://www.stockholmsdf.se/,2,,Stockholm,"59,333226","17,9790495",
Stockholms FN-förening,community_services_non_profits,http://www.fn.se/stockholm,2,,Stockholm,"59,30123","18,10324",
Stockholms Fältrittklubb SFK,community_services_non_profits,http://www.stockholmsfaltrittklubb.se/,2,,Stockholm,"59,351385","18,085825",
Stockholms Handelskammare,community_services_non_profits,http://www.stockholmshandelskammare.se/,2,,Stockholm,"59,3320866","18,0680404",
Stockholms Ishockeyförbund,community_services_non_profits,http://www.stockholmhockey.se/,2,,Stockholm,"59,2942559","18,068741",
Stockholms Kappsimningsklubb,community_services_non_profits,http://www.kappis.se/,2,,Stockholm,"59,3421039","17,9285789",
Stockholms Kennelklubb,community_services_non_profits,http://www.stokk.se/,2,,Stockholm,"59,3457035","18,0988648",
Stockholms läns 4H,community_services_non_profits,https://www.4h.se/stockholm/,2,,Stockholm,"59,32486","18,07093",
Stockholms länsnykterhetsförbund ,community_services_non_profits,http://www.stockholmslansnykterhetsforbund.se/,2,,Stockholm,"59,33056","18,06141",
Stockholms Makalösa Föräldrar,community_services_non_profits,http://www.makalosa.org/,2,,Stockholm,"59,3304673","18,0614361",
Stockholms Naturskyddsförening,community_services_non_profits,http://stockholm.naturskyddsforeningen.se/,2,,Stockholm,"59,34496","18,04914",
Stockholms Psykiaterförening,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,335246","18,017921",
Stockholms skid- och snowboardskola,community_services_non_profits,https://www.stockholmsskidskola.se/,2,,Stockholm,"59,3013","18,1095",
Stockholms Snooker & Billiardsklubb,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,31704","18,05316",
Stockholms Studenthyresgästers Förening,community_services_non_profits,http://www.ssfstudent.se/,2,,Stockholm,"59,33527","18,10024",
Stockholms Tjejjour,community_services_non_profits,http://www.stockholmstjejjour.nu/,2,,Stockholm,"59,3188","18,07536",
Stockholmspolisens IF Simförening,community_services_non_profits,http://www.polisensimning.se/,2,,Stockholm,"59,3044651","18,0756957",
Stoppa SLs planer för Hammarbydepån,community_services_non_profits,Ingen webbplats,2,,Stockholm,"59,293842","18,094866",
